Rede;Etapa;Componente Curricular;Código do Município;Escola;Previstos;Avaliados;Avaliados (%);Proficiência Média;Não alfabetizado;Alfabetização incompleta;Intermediário;Suficiente;Desejável;H 01 (%);H 02 (%);H 03 (%);H 04 (%);H 05 (%);H 06 (%);H 07 (%);H 08 (%)
MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO;LP;2301000 ;ALOISIO BERNARDO DE CASTRO EMEF;30;32;107;222;0%;0%;0%;3%;97%;100;-;100;96;97;44;93;85
MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO;LP;2301000 ;ANTONIO DE BRITO LIMA EMEF;19;20;105;241;0%;0%;0%;0%;100%;97;-;100;90;95;80;94;100
MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO;LP;2301000 ;CENTRO DE EDUCACAO E CIDADANIA MANUEL ASSUNCAO PIRES;34;35;103;249;0%;0%;0%;0%;100%;99;-;97;77;96;97;96;95
MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO;LP;2301000 ;CENTRO DE EDUCACAO E CIDADANIA MARIA DE CASTRO BERNARDO;52;51;98;216;0%;0%;2%;8%;90%;92;100;96;90;80;88;67;84
MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO;LP;2301000 ;CLARENCIO CRISOSTOMO DE FREITAS EMEF;15;15;100;243;0%;0%;0%;0%;100%;100;100;100;92;96;83;93;100
MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO;LP;2301000 ;DIONISIA GUERRA EMEF;30;30;100;247;0%;0%;0%;0%;100%;96;100;100;92;100;82;94;93
MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO;LP;2301000 ;FERDINANDO TANSI CENTRO EDUCACIONAL MUNICIPAL;31;30;97;218;0%;0%;0%;0%;100%;98;93;97;98;90;90;72;78
MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO;LP;2301000 ;FRANCISCA MONTEIRO DA SILVA EMEF;31;32;103;231;0%;0%;0%;0%;100%;97;-;97;92;88;78;91;91
MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO;LP;2301000 ;FRANCISCO DA SILVA SAMPAIO EMEF;18;19;106;262;0%;0%;0%;0%;100%;96;95;95;96;100;97;100;100
MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO;LP;2301000 ;FRANCISCO GOMES FARIAS EMEF CEL;28;28;100;244;0%;0%;0%;0%;100%;98;-;100;98;94;93;98;82
MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO;LP;2301000 ;GUILHERME JANJA EMEF;57;58;102;209;0%;0%;3%;0%;97%;96;100;98;81;89;70;80;79
MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO;LP;2301000 ;HENRIQUE GONCALVES DA JUSTA FILHO EMEF;29;29;100;173;0%;0%;0%;28%;72%;97;79;91;69;72;60;36;54
MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO;LP;2301000 ;JARBAS PASSARINHO MIN EMEF;12;12;100;198;0%;0%;0%;0%;100%;92;-;100;92;72;75;83;71
MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO;LP;2301000 ;JOAQUIM DE SOUSA TAVARES EMEF;4;3;75;150;0%;0%;0%;33%;67%;75;-;100;33;100;33;42;100
MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO;LP;2301000 ;JOSE ALMIR DA SILVA EMEF;21;22;105;238;0%;0%;0%;0%;100%;98;86;100;93;89;91;93;98
MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO;LP;2301000 ;JOSE CAMARA DE ALMEIDA EMEF;24;24;100;268;0%;0%;0%;0%;100%;100;-;-;98;98;98;98;100
MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO;LP;2301000 ;JOSE FERREIRA DA COSTA EMEF;19;20;105;198;0%;0%;5%;5%;90%;85;-;90;68;75;58;78;95
MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO;LP;2301000 ;JOSE ISAAC SARAIVA DA CUNHA EMEF;22;21;95;276;0%;0%;0%;0%;100%;100;-;98;100;100;98;100;100
MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO;LP;2301000 ;JOSE RAIMUNDO DA COSTA EMEF;19;19;100;262;0%;0%;0%;0%;100%;100;-;100;95;97;100;92;100
MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO;LP;2301000 ;JOSE RODRIGUES MONTEIRO EMEF;58;61;105;267;0%;0%;0%;0%;100%;100;100;100;100;99;99;99;98
MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO;LP;2301000 ;JUSCELINO KUBITSCHEK EMEF;27;28;104;256;0%;0%;0%;0%;100%;100;100;100;99;88;98;96;100
MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO;LP;2301000 ;JUVENAL PEREIRA FACANHA EMEF;20;20;100;257;0%;0%;0%;0%;100%;100;-;100;99;97;78;93;98
MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO;LP;2301000 ;LAGOA DE CIMA EMEF;26;26;100;217;0%;0%;4%;4%;92%;94;-;92;83;96;77;81;71
MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO;LP;2301000 ;LAGOA DO MATO DE SERPA EMEF;26;26;100;262;0%;0%;0%;0%;100%;100;-;100;96;96;98;100;100
MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO;LP;2301000 ;LAIS SIDRIM TARGINO EMEF;64;64;100;227;0%;0%;0%;2%;98%;94;100;97;94;91;73;88;85
MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO;LP;2301000 ;LUIZ EDUARDO STUDART GOMES EMEF;12;12;100;190;0%;0%;0%;17%;83%;89;83;100;67;67;71;67;75
MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO;LP;2301000 ;MARIA FACANHA DE SA EMEF;13;14;108;170;0%;0%;0%;29%;71%;96;-;100;62;64;32;54;52
MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO;LP;2301000 ;MARIA MARGARIDA RAMOS COELHO EMEF;89;85;96;194;0%;1%;4%;6%;89%;95;88;94;79;77;63;66;71
MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO;LP;2301000 ;PLACIDO CASTELO EMEF;62;63;102;264;0%;0%;0%;0%;100%;100;100;100;98;99;95;97;99
MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO;LP;2301000 ;RAIMUNDA DE FREITAS FACANHA CEI;66;63;95;198;0%;0%;3%;3%;94%;96;-;87;74;89;50;76;73
MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO;LP;2301000 ;RAIMUNDA FERREIRA DA SILVA EMEF;31;30;97;208;0%;0%;0%;3%;97%;100;-;98;100;88;85;82;70
MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO;LP;2301000 ;RAIMUNDO RAMOS DA COSTA EMEF;65;66;102;206;0%;0%;5%;11%;85%;86;93;95;80;68;80;55;80
MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO;LP;2301000 ;RITA PAULA DE BRITO EMEF;49;51;104;187;0%;0%;2%;18%;80%;92;-;92;72;68;49;63;74
MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO;LP;2301000 ;VILA PAGA EMEF;13;14;108;243;0%;0%;0%;0%;100%;100;-;93;89;93;82;93;93
MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO;LP;2301000 ;VINDINA ASSUNCAO DE AQUINO EMEF;36;38;106;224;0%;0%;0%;0%;100%;98;95;100;95;82;92;75;83
MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO;LP;2303709 ;12 DE OUTUBRO EEIEF;57;57;100;217;0%;0%;0%;4%;96%;92;95;100;96;86;75;82;64
MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO;LP;2303709 ;7 DE SETEMBRO EEIEF;69;70;101;208;0%;0%;3%;13%;84%;95;73;93;86;85;72;77;68
MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO;LP;2303709 ;ABA TAPEBA EDEIEF;50;51;102;196;0%;0%;0%;6%;94%;87;-;90;85;65;75;74;87
MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO;LP;2303709 ;ADELIA CRISOSTOMO EEIEF;38;38;100;174;0%;0%;3%;18%;79%;88;94;91;65;66;58;50;69
MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO;LP;2303709 ;ADRIANO MARTINS EEIEF;45;44;98;189;0%;0%;7%;7%;86%;92;100;94;47;79;50;82;90
MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO;LP;2303709 ;ALBA PESSOA DA SILVA EEIEF;57;57;100;215;0%;0%;0%;2%;98%;94;-;96;95;84;92;65;92
MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO;LP;2303709 ;ALICE MOREIRA DE OLIVEIRA EEIEF;51;52;102;201;0%;0%;2%;13%;85%;95;91;93;82;69;67;75;75
MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO;LP;2303709 ;ALUIZIO PEREIRA LIMA EEIEF;9;9;100;192;0%;0%;0%;0%;100%;89;-;100;83;100;67;58;67
MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO;LP;2303709 ;AMARO RODRIGUES DOS SANTOS EEIEF;11;12;109;149;0%;17%;0%;25%;58%;83;-;71;38;50;58;58;54
MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO;LP;2303709 ;ANTONIO ALBUQUERQUE SOUSA FILHO EEIEF;144;145;101;183;0%;0%;6%;14%;79%;86;91;93;80;69;57;57;67
MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO;LP;2303709 ;ANTONIO BRAGA DA ROCHA EEIEF;109;110;101;212;0%;1%;3%;3%;94%;92;95;95;78;89;71;86;81
MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO;LP;2303709 ;ANTONIO DIAS MACEDO EEIEF;15;15;100;182;0%;0%;0%;13%;87%;87;-;-;77;57;33;75;60
MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO;LP;2303709 ;ANTONIO MIRANDA DE MELO EEIEF;79;79;100;166;0%;1%;22%;20%;57%;77;-;80;45;60;58;55;62
MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO;LP;2303709 ;AUGUSTO CESAR SILVA SALES EEIEF;63;63;100;180;0%;0%;6%;10%;84%;89;82;88;74;59;55;64;67
MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO;LP;2303709 ;AUREA ALVES PEREIRA EEIEF;14;16;114;177;0%;0%;0%;19%;81%;89;-;100;66;81;47;50;56
MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO;LP;2303709 ;BELO MONTE EEIEF;4;4;100;187;0%;0%;0%;0%;100%;100;-;100;50;75;100;88;75
MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO;LP;2303709 ;CACIQUE ANTONIO FERREIRA DA SILVA EDEIEF;10;10;100;247;0%;0%;10%;0%;90%;93;-;95;90;75;95;100;97
MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO;LP;2303709 ;CELINA SA MORAIS EEIEF;72;70;97;184;0%;0%;7%;16%;77%;85;73;94;75;60;63;60;70
MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO;LP;2303709 ;CESAR NILDO GONDIM PAMPLONA EEIEF;39;40;103;172;0%;0%;5%;13%;83%;85;-;85;80;58;55;57;51
MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO;LP;2303709 ;CONRADO TEIXEIRA EDEIEF TAPEBA;19;18;95;234;0%;0%;0%;0%;100%;96;-;97;83;94;64;89;100
MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO;LP;2303709 ;CORONEL PINHO EEIEF;20;21;105;204;0%;0%;0%;5%;95%;98;95;98;90;88;52;81;67
MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO;LP;2303709 ;CORONEL RAIMUNDO DE OLIVEIRA EEIEF;56;59;105;221;0%;0%;0%;2%;98%;95;-;98;93;86;92;80;75
MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO;LP;2303709 ;CRISTIANO NUNES DE MELO EEIEF;4;4;100;154;0%;0%;0%;50%;50%;83;100;100;63;50;38;38;38
MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO;LP;2303709 ;DANILO DALMO DA ROCHA CORREA EEIEF;95;100;105;165;0%;3%;13%;15%;69%;82;-;79;65;62;41;54;51
MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO;LP;2303709 ;DANILO SA BENEVIDES MAGALHAES EEIEF;37;38;103;169;0%;0%;16%;24%;61%;89;58;75;79;43;58;59;59
MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO;LP;2303709 ;DOMINGOS ABREU BRASILEIRO EEIEF;21;21;100;206;0%;0%;0%;10%;90%;100;100;95;88;86;76;60;74
MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO;LP;2303709 ;DONA LAVINIA DE MEDEIROS EEIEF;34;36;106;170;0%;3%;8%;28%;61%;83;100;86;53;62;54;57;57
MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO;LP;2303709 ;ECONOMISTA RUBENS VAZ DA COSTA EEIEF;132;139;105;165;0%;4%;13%;22%;62%;83;71;77;65;57;52;49;56
MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO;LP;2303709 ;EDGARD VIEIRA GUERRA EEIEF;73;76;104;213;0%;1%;5%;7%;87%;85;100;83;81;85;78;75;94
MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO;LP;2303709 ;ERBE TEIXEIRA FIRMEZA EEIEF;98;94;96;206;0%;0%;1%;10%;89%;90;88;95;82;76;66;71;85
MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO;LP;2303709 ;ESTEVAM MATIAS DE PAULA EEIEF;17;18;106;193;0%;0%;6%;6%;89%;96;89;97;100;69;81;47;48
MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO;LP;2303709 ;FAUSTO DARIO SALES EEIEF;17;17;100;232;0%;0%;6%;0%;94%;85;-;94;94;84;76;88;91
MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO;LP;2303709 ;FIRMINO SOARES DE MOURA EEIEF;14;15;107;144;0%;0%;27%;33%;40%;60;-;80;51;33;17;38;80
MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO;LP;2303709 ;FRANCISCO NOGUEIRA DA MOTA EEIEF;12;13;108;154;0%;0%;0%;46%;54%;100;92;77;50;19;54;42;62
MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO;LP;2303709 ;FRANCISCO NUNES DE MIRANDA EEIEF;21;22;105;161;0%;0%;23%;23%;55%;68;-;-;57;52;55;58;32
MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO;LP;2303709 ;GUARARU EEIEF;15;15;100;185;0%;0%;0%;20%;80%;90;-;73;53;87;57;72;100
MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO;LP;2303709 ;HELENA DE AGUIAR DIAS EEIEF;46;48;104;161;0%;2%;10%;27%;60%;90;-;77;48;68;43;48;44
MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO;LP;2303709 ;INA ARRUDA EEIEF;80;83;104;172;0%;0%;8%;18%;73%;87;95;89;67;60;57;57;68
MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO;LP;2303709 ;JOAO CORDEIRO DE MIRANDA EEIEF;12;12;100;191;0%;0%;0%;8%;92%;94;-;100;92;92;46;79;33
MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO;LP;2303709 ;JOSE CRISOSTOMO BASILIO EEIEF;14;14;100;194;0%;0%;0%;7%;93%;73;-;89;50;79;96;89;100
MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO;LP;2303709 ;JOSE NUNES DE MIRANDA EEIEF;2;2;100;190;0%;0%;0%;0%;100%;88;-;100;100;75;75;50;67
MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO;LP;2303709 ;JOSE OLAVO LOPES MOREIRA EEIEF;24;25;104;157;0%;0%;12%;24%;64%;84;84;92;66;28;54;46;42
MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO;LP;2303709 ;JOSE PONTES FILHO EEIEF;11;12;109;175;0%;0%;8%;17%;75%;77;-;100;80;57;38;58;64
MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO;LP;2303709 ;JOSEFA ALVES DOS SANTOS EEIEF;36;36;100;210;0%;0%;0%;0%;100%;99;100;97;97;94;88;56;88
MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO;LP;2303709 ;JULIO DE CASTRO E SILVA EEIEF;3;3;100;175;0%;0%;0%;33%;67%;75;-;100;78;67;67;50;33
MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO;LP;2303709 ;LAURIANO BRAZ XAVIER EEIEF;5;5;100;223;0%;0%;0%;20%;80%;100;-;90;90;80;100;100;75
MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO;LP;2303709 ;LUIS PAULINO DO NASCIMENTO EEIEF;36;35;97;206;0%;0%;0%;0%;100%;94;94;98;96;93;74;56;81
MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO;LP;2303709 ;LUIZ DE GONZAGA FONSECA MOTA EEIEF;74;77;104;165;0%;0%;13%;27%;60%;79;77;83;61;58;47;50;64
MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO;LP;2303709 ;LUIZ PAZ EEIEF;2;2;100;180;0%;0%;0%;0%;100%;88;-;100;17;100;50;88;100
MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO;LP;2303709 ;LUIZ ROCHA MOTA EEIEF;6;6;100;217;0%;0%;0%;0%;100%;100;-;100;0;100;33;100;100
MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO;LP;2303709 ;LUIZA MORAES CORREIA TAVORA EEIEF;125;126;101;182;0%;2%;7%;12%;79%;87;65;87;75;62;68;61;65
MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO;LP;2303709 ;LUZIA CORREIA SALES EEIEF;76;77;101;191;0%;0%;1%;5%;94%;90;-;95;65;85;68;67;78
MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO;LP;2303709 ;MANOEL PEREIRA MARQUES EEIEF;6;7;117;179;0%;0%;0%;0%;100%;67;100;100;93;43;100;43;79
MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO;LP;2303709 ;MANUEL CAMILO EEIEF;36;37;103;154;0%;5%;16%;30%;49%;67;67;86;57;45;35;40;58
MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO;LP;2303709 ;MARIA CORINA MOURA ARRUDA EEIEF;30;32;107;194;0%;0%;0%;9%;91%;94;-;94;91;83;59;82;52
MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO;LP;2303709 ;MARIA DE LOURDES ROCHA EEIEF;58;57;98;194;0%;2%;7%;11%;81%;93;67;86;84;68;65;73;64
MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO;LP;2303709 ;MARIA GUIMARAES PRATA EEIEF;18;18;100;165;0%;0%;22%;17%;61%;74;-;94;50;33;69;54;72
MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO;LP;2303709 ;MARIA HELENA MOREIRA DA SILVA EEIEF;36;38;106;190;0%;0%;11%;18%;71%;87;89;92;61;72;58;56;82
MUNICIPAL;ENSINO FUNDAMENTAL DE 9 ANOS - 2º ANO;LP;2303709 ;MARIA INOCENCIA DE ARAUJO EEIEF;26;25;96;185;0%;4%;4%;0%;92%;88;-;100;55;73;58;70;92
